방공호전략,초기총자금,대장주비중,기존방공호비중,CTA비중,방어구역비중,수익부스터비중,기존방공호초기금액,CTA초기금액,수익부스터초기금액,최종진짜방공호,최종CTA,최종방어구역,최종수익부스터,최종통합총자산,통합총수익률,통합최대낙폭,최악하루손실,064상위밴드조정횟수,최종진짜방공호비중,최종CTA비중,최종방어구역비중,최종수익부스터비중,방공호허용자산,방공호금지자산,부스터허용자산,마지막방공호보유,메모
0/6/4-C10 CTA방공호_TRUE_DEFENSE_RECALC,100000000,0.0,50.0,10.0,60.0,40.0,50000000,10000000,40000000,48860831,10098978,58959809,54348840,113308649,13.31,-5.15,-3.46,0,43.12,8.91,52.03,47.97,CASH/GOLD/DOLLAR/BOND/CTA,KODEX200/KOSDAQ150/NASDAQ100/기타주식형ETF,KODEX200/KOSDAQ150/NASDAQ100/GOLD/DOLLAR,"방어구역[기존방공호[CASH:50%,DOLLAR:25%,GOLD:25%] / CTA[CTA:100%]] / 부스터[KODEX200:50%,NASDAQ100:50%]",업로드된 073 방공호 NAV와 064-C10 CTA/부스터 NAV를 이용한 즉시 보정 재합성. v31 앱은 064 계열 방공호 로직 자체를 defensive_dual로 수정함.
