APP_VERSION,기간프리셋,시작일,종료일,최대검증거래일,총자금,방어예수금,최저현금기준,증액투자모드,장세매수필터,장세배율_강한상승장,장세배율_상승장,장세배율_횡보장,장세배율_조정장,장세배율_하락장,장세배율_급락일,한섹터최대금액,동시진입섹터수,대장주1차,대장주2차,대장주3차,2등대표주1차,2등대표주2차,회전형포함,회전형1차,대장주1차익절률,대장주전량익절률,2등대표주익절률,회전형익절률,대장주재진입허용,재진입1차비율,대장주추가매수금지손실률,대장주일부회수손실률,2등대표주전량회수손실률,빠른백테스트,검증종목범위
v27_SECTOR_BACKTEST_REGIME_PRESET_FILTER_20260629,스트레스검증 720거래일,2021-04-01,2026-06-29,720,100000000,50000000,4천만,True,상승공격 + 횡보차단,1.2,1.0,0.5,0.5,0.0,0.0,30000000,2,10000000,5000000,3000000,5000000,3000000,False,2000000,10.0,18.0,5.0,3.0,True,0.5,-6.0,-8.0,-5.0,True,핵심만
