초기자금,최종총자산,총수익률,누적실현손익,최저현금,최저총자산,최대낙폭,매매건수,매도승률,최종보유종목수,검증거래일,증액투자모드,장세매수필터,메모,단순연환산수익률,복리연환산수익률,KODEX200대비메모
100000000.0,139253422.0,39.25,39253422.0,57013895.0,98966553.0,-7.0,320,56.1,0,719,ON,상승공격 + 횡보차단,빠른모드 수익확대+역할보호+증액투자ON: 현재총자산 비율로 차수금액 자동 확대/축소 / 장세매수필터:상승공격 + 횡보차단,13.1,11.69,KODEX200(069500) 기준 장세별 결과 생성
